instrument_id,timestamp,open,high,low,close,volume
SOL-USD-PERP.HYPERLIQUID,1771149660000,89.92,89.973,89.92,89.973,59.13
VVV-USD-PERP.HYPERLIQUID,1771149660000,3.9515,3.9584,3.9378,3.9503,4968.95
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.51,309.66,310.51,1081.75
ARB-USD-PERP.HYPERLIQUID,1771149660000,0.11886,0.11892,0.11886,0.11892,3092.5
MERL-USD-PERP.HYPERLIQUID,1771149660000,0.064084,0.064099,0.064049,0.064073,73410.0
TRX-USD-PERP.HYPERLIQUID,1771149660000,0.28089,0.28089,0.28089,0.28089,8143.0
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.51,309.66,310.51,1084.68
ASTER-USD-PERP.HYPERLIQUID,1771149660000,0.73519,0.73519,0.7338,0.73391,5779.0
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70405.0,70359.0,70398.0,2.4453
LIT-USD-PERP.HYPERLIQUID,1771149660000,1.7108,1.7147,1.7107,1.7107,1079.0
SUI-USD-PERP.HYPERLIQUID,1771149660000,1.0223,1.0229,1.0223,1.0229,46.1
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.6,309.66,310.6,1104.68
AVAX-USD-PERP.HYPERLIQUID,1771149660000,9.5753,9.5879,9.5753,9.5879,786.39
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70405.0,70359.0,70403.0,2.44572
LINK-USD-PERP.HYPERLIQUID,1771149660000,9.1128,9.1291,9.1128,9.1291,94.3
SUI-USD-PERP.HYPERLIQUID,1771149660000,1.0223,1.023,1.0223,1.023,56.1
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.62,309.66,310.62,1124.68
FARTCOIN-USD-PERP.HYPERLIQUID,1771149660000,0.21182,0.21243,0.21181,0.21243,24060.3
ICP-USD-PERP.HYPERLIQUID,1771149660000,2.509,2.515,2.509,2.515,1016.4
INIT-USD-PERP.HYPERLIQUID,1771149660000,0.070945,0.071051,0.070937,0.071051,18514.0
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.62,309.66,310.62,1127.68
BCH-USD-PERP.HYPERLIQUID,1771149660000,560.1,560.39,560.1,560.39,0.498
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70406.0,70359.0,70406.0,2.44588
HYPE-USD-PERP.HYPERLIQUID,1771149660000,31.139,31.143,31.125,31.141,460.0
MON-USD-PERP.HYPERLIQUID,1771149660000,0.023503,0.023503,0.023503,0.023503,783.0
PNUT-USD-PERP.HYPERLIQUID,1771149660000,0.05281,0.05286,0.05281,0.05286,16627.6
SOL-USD-PERP.HYPERLIQUID,1771149660000,89.92,89.983,89.92,89.983,59.25
kPEPE-USD-PERP.HYPERLIQUID,1771149660000,0.004792,0.004795,0.004786,0.004795,1144773.0
BANANA-USD-PERP.HYPERLIQUID,1771149660000,4.8113,4.8113,4.811,4.811,9.8
FARTCOIN-USD-PERP.HYPERLIQUID,1771149660000,0.21182,0.21243,0.21181,0.21242,25634.0
MEME-USD-PERP.HYPERLIQUID,1771149660000,0.000754,0.000754,0.000754,0.000754,21010.0
SKY-USD-PERP.HYPERLIQUID,1771149660000,0.067659,0.067692,0.067659,0.067692,6036.0
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70406.0,70359.0,70406.0,2.44683
SUI-USD-PERP.HYPERLIQUID,1771149660000,1.0223,1.0235,1.0223,1.0235,71.6
TRX-USD-PERP.HYPERLIQUID,1771149660000,0.28089,0.28089,0.28089,0.28089,8211.0
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.72,1127.73
APT-USD-PERP.HYPERLIQUID,1771149660000,0.9709,0.9713,0.9709,0.9713,1475.4
AVAX-USD-PERP.HYPERLIQUID,1771149660000,9.5753,9.5896,9.5753,9.5896,852.4
BABY-USD-PERP.HYPERLIQUID,1771149660000,0.013998,0.014012,0.013998,0.014011,5356.0
BERA-USD-PERP.HYPERLIQUID,1771149660000,0.6657,0.66577,0.66499,0.66577,4162.0
BOME-USD-PERP.HYPERLIQUID,1771149660000,0.000453,0.000453,0.000453,0.000453,129534.0
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70416.0,70359.0,70416.0,2.45217
DOGE-USD-PERP.HYPERLIQUID,1771149660000,0.11425,0.11447,0.11425,0.11447,11710.0
ETH-USD-PERP.HYPERLIQUID,1771149660000,2066.2,2068.3,2066.2,2068.3,11.4153
PYTH-USD-PERP.HYPERLIQUID,1771149660000,0.056849,0.056849,0.05684,0.056847,11408.0
SOL-USD-PERP.HYPERLIQUID,1771149660000,89.92,89.999,89.92,89.999,81.52
VVV-USD-PERP.HYPERLIQUID,1771149660000,3.9515,3.9584,3.9378,3.951,4975.11
WLFI-USD-PERP.HYPERLIQUID,1771149660000,0.10703,0.10717,0.10703,0.10717,3584.0
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.72,1127.83
kPEPE-USD-PERP.HYPERLIQUID,1771149660000,0.004792,0.004797,0.004786,0.004797,1289375.0
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70425.0,70359.0,70424.0,2.79919
DOGE-USD-PERP.HYPERLIQUID,1771149660000,0.11425,0.11451,0.11425,0.11451,11843.0
INIT-USD-PERP.HYPERLIQUID,1771149660000,0.070945,0.071108,0.070937,0.071108,23227.0
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.71,1128.0
kSHIB-USD-PERP.HYPERLIQUID,1771149660000,0.006857,0.00686,0.006856,0.00686,284658.0
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70425.0,70359.0,70425.0,2.951
ETC-USD-PERP.HYPERLIQUID,1771149660000,9.0484,9.0484,9.0484,9.0484,0.2
TRX-USD-PERP.HYPERLIQUID,1771149660000,0.28089,0.28089,0.28089,0.28089,8608.0
USUAL-USD-PERP.HYPERLIQUID,1771149660000,0.01576,0.01576,0.01576,0.01576,2036.6
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.7,1128.08
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.7,1128.55
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70425.0,70359.0,70425.0,2.95965
FARTCOIN-USD-PERP.HYPERLIQUID,1771149660000,0.21182,0.21247,0.21181,0.21247,25705.6
TRX-USD-PERP.HYPERLIQUID,1771149660000,0.28089,0.28089,0.28089,0.28089,8965.0
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.69,1129.46
SOL-USD-PERP.HYPERLIQUID,1771149660000,89.92,90.014,89.92,90.014,81.81
UNI-USD-PERP.HYPERLIQUID,1771149660000,3.5905,3.5949,3.5905,3.5949,21.7
XRP-USD-PERP.HYPERLIQUID,1771149660000,1.5859,1.5888,1.5854,1.5888,31416.0
BTC-USD-PERP.HYPERLIQUID,1771149660000,70359.0,70425.0,70359.0,70425.0,2.96056
DOGE-USD-PERP.HYPERLIQUID,1771149660000,0.11425,0.11451,0.11425,0.11451,12023.0
ENS-USD-PERP.HYPERLIQUID,1771149660000,6.9093,6.9275,6.9093,6.9275,5.28
LIT-USD-PERP.HYPERLIQUID,1771149660000,1.7108,1.7147,1.7107,1.7108,1098.0
UNI-USD-PERP.HYPERLIQUID,1771149660000,3.5905,3.5949,3.5905,3.5943,28.5
PYTH-USD-PERP.HYPERLIQUID,1771149660000,0.056849,0.05688,0.05684,0.05688,15805.0
SOL-USD-PERP.HYPERLIQUID,1771149660000,89.92,90.018,89.92,90.018,84.55
DYDX-USD-PERP.HYPERLIQUID,1771149660000,0.11185,0.11192,0.11177,0.11192,965.1
MEME-USD-PERP.HYPERLIQUID,1771149660000,0.000754,0.000754,0.000754,0.000754,51267.0
SOL-USD-PERP.HYPERLIQUID,1771149660000,89.92,90.018,89.92,90.018,84.68
TRUMP-USD-PERP.HYPERLIQUID,1771149660000,3.5168,3.5231,3.5168,3.5231,122.6
VVV-USD-PERP.HYPERLIQUID,1771149660000,3.9515,3.9584,3.9378,3.9508,5041.77
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.66,1129.54
CC-USD-PERP.HYPERLIQUID,1771149660000,0.16057,0.16057,0.16053,0.16053,322.0
DOT-USD-PERP.HYPERLIQUID,1771149660000,1.4131,1.4139,1.4131,1.4139,674.5
TRX-USD-PERP.HYPERLIQUID,1771149660000,0.28089,0.28089,0.28089,0.28089,10114.0
ZEC-USD-PERP.HYPERLIQUID,1771149660000,310.19,310.72,309.66,310.65,1132.22
BERA-USD-PERP.HYPERLIQUID,1771149720000,0.66593,0.66593,0.66593,0.66593,1156.2
DOGE-USD-PERP.HYPERLIQUID,1771149660000,0.11425,0.11453,0.11425,0.11453,12312.0
MEME-USD-PERP.HYPERLIQUID,1771149660000,0.000754,0.000755,0.000754,0.000755,75883.0
MNT-USD-PERP.HYPERLIQUID,1771149720000,0.67233,0.67233,0.67233,0.67233,1332.4
VVV-USD-PERP.HYPERLIQUID,1771149660000,3.9515,3.9584,3.9378,3.9545,5079.73
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5895,1.5895,1.5895,131.0
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.59,310.59,310.59,0.06
AIXBT-USD-PERP.HYPERLIQUID,1771149720000,0.022126,0.022126,0.022126,0.022126,686.0
DOGE-USD-PERP.HYPERLIQUID,1771149720000,0.11451,0.11451,0.11451,0.11451,254.0
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.65,310.59,310.65,7.89
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70423.0,70423.0,70423.0,0.01661
ENA-USD-PERP.HYPERLIQUID,1771149720000,0.12736,0.12736,0.12736,0.12736,225.0
FARTCOIN-USD-PERP.HYPERLIQUID,1771149720000,0.21247,0.21272,0.21247,0.21272,10000.0
IMX-USD-PERP.HYPERLIQUID,1771149720000,0.17445,0.17445,0.17445,0.17445,79.1
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5899,1.5895,1.5899,5077.0
ARB-USD-PERP.HYPERLIQUID,1771149720000,0.11901,0.11901,0.11901,0.11901,117.0
AVAX-USD-PERP.HYPERLIQUID,1771149720000,9.594,9.594,9.594,9.594,20.99
HYPE-USD-PERP.HYPERLIQUID,1771149720000,31.134,31.134,31.12,31.12,254.68
MNT-USD-PERP.HYPERLIQUID,1771149720000,0.67233,0.67267,0.67233,0.67267,1359.8
PUMP-USD-PERP.HYPERLIQUID,1771149720000,0.002296,0.002296,0.002295,0.002295,3126674.0
SPX-USD-PERP.HYPERLIQUID,1771149720000,0.33294,0.33312,0.33294,0.33312,7739.7
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5899,1.5895,1.5899,6090.0
kPEPE-USD-PERP.HYPERLIQUID,1771149720000,0.004799,0.004799,0.004799,0.004799,3316.0
ENS-USD-PERP.HYPERLIQUID,1771149720000,6.9288,6.9288,6.9288,6.9288,38.77
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2068.8,2068.8,2068.8,0.0056
HYPE-USD-PERP.HYPERLIQUID,1771149720000,31.134,31.134,31.119,31.119,255.05
INJ-USD-PERP.HYPERLIQUID,1771149720000,3.2434,3.2434,3.2434,3.2434,5.0
OP-USD-PERP.HYPERLIQUID,1771149720000,0.19492,0.19492,0.19492,0.19492,61.7
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.9505,3.9505,70.36
kBONK-USD-PERP.HYPERLIQUID,1771149720000,0.006981,0.006981,0.006981,0.006981,1580.0
ADA-USD-PERP.HYPERLIQUID,1771149720000,0.29565,0.29565,0.29565,0.29565,51.0
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2068.8,2068.7,2068.7,0.0153
TRX-USD-PERP.HYPERLIQUID,1771149720000,0.28092,0.28092,0.28091,0.28091,5859.0
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70426.0,70423.0,70425.0,0.0173
ENS-USD-PERP.HYPERLIQUID,1771149720000,6.9288,6.9288,6.9288,6.9288,77.31
JTO-USD-PERP.HYPERLIQUID,1771149720000,0.28084,0.28084,0.28084,0.28084,74.0
OP-USD-PERP.HYPERLIQUID,1771149720000,0.19492,0.19497,0.19492,0.19497,115.1
SKY-USD-PERP.HYPERLIQUID,1771149720000,0.067694,0.067694,0.067694,0.067694,2113.0
SUI-USD-PERP.HYPERLIQUID,1771149720000,1.0243,1.0243,1.0243,1.0243,224.4
TRB-USD-PERP.HYPERLIQUID,1771149720000,16.479,16.479,16.479,16.479,1.06
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5904,1.5895,1.5904,6097.0
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.7,310.59,310.7,10.89
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70427.0,70423.0,70427.0,0.01753
DOGE-USD-PERP.HYPERLIQUID,1771149720000,0.11451,0.11453,0.11451,0.11453,427.0
FARTCOIN-USD-PERP.HYPERLIQUID,1771149720000,0.21247,0.21272,0.21244,0.21244,20000.0
SKR-USD-PERP.HYPERLIQUID,1771149720000,0.022725,0.022725,0.022725,0.022725,1366.0
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.039,90.039,90.039,0.3
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,170.13
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.71,310.59,310.71,14.26
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70427.0,70423.0,70426.0,0.02682
LIT-USD-PERP.HYPERLIQUID,1771149720000,1.7109,1.7109,1.7109,1.7109,11.0
MOVE-USD-PERP.HYPERLIQUID,1771149720000,0.025266,0.025266,0.025266,0.025266,1557.0
SKY-USD-PERP.HYPERLIQUID,1771149720000,0.067694,0.067694,0.067694,0.067694,3084.0
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.039,90.039,90.039,20.92
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,628.13
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5909,1.5895,1.5909,6337.0
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.71,310.59,310.64,14.27
IP-USD-PERP.HYPERLIQUID,1771149720000,1.1742,1.1742,1.1742,1.1742,28.9
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,2086.46
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.74,310.59,310.74,14.35
ARB-USD-PERP.HYPERLIQUID,1771149720000,0.11901,0.11901,0.119,0.119,380.9
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2068.9,2068.7,2068.9,0.0238
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,2346.11
AZTEC-USD-PERP.HYPERLIQUID,1771149720000,0.023705,0.023706,0.023705,0.023706,1196.0
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70427.0,70423.0,70426.0,0.03528
DOT-USD-PERP.HYPERLIQUID,1771149720000,1.4147,1.4147,1.4147,1.4147,29.8
KAS-USD-PERP.HYPERLIQUID,1771149720000,0.033277,0.033277,0.033277,0.033277,489.0
TAO-USD-PERP.HYPERLIQUID,1771149720000,189.39,189.39,189.35,189.35,2.896
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,2375.27
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5909,1.5895,1.5907,6373.0
ZRO-USD-PERP.HYPERLIQUID,1771149720000,1.88,1.88,1.88,1.88,6.0
ALGO-USD-PERP.HYPERLIQUID,1771149720000,0.098868,0.098868,0.098868,0.098868,154.0
EIGEN-USD-PERP.HYPERLIQUID,1771149720000,0.2154,0.2154,0.2154,0.2154,90.17
OP-USD-PERP.HYPERLIQUID,1771149720000,0.19492,0.19497,0.19492,0.19497,284.0
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,2435.28
WIF-USD-PERP.HYPERLIQUID,1771149720000,0.24506,0.24506,0.24504,0.24504,2874.0
DOT-USD-PERP.HYPERLIQUID,1771149720000,1.4147,1.4147,1.4147,1.4147,37.2
LIT-USD-PERP.HYPERLIQUID,1771149720000,1.7109,1.7109,1.7109,1.7109,124.0
ETC-USD-PERP.HYPERLIQUID,1771149720000,9.0496,9.0496,9.0496,9.0496,7.88
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70427.0,70423.0,70427.0,0.05232
FARTCOIN-USD-PERP.HYPERLIQUID,1771149720000,0.21247,0.21272,0.21235,0.21235,30000.0
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.9501,2494.48
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5909,1.5895,1.5907,8208.0
FIL-USD-PERP.HYPERLIQUID,1771149720000,1.0044,1.0044,1.0044,1.0044,250.4
RESOLV-USD-PERP.HYPERLIQUID,1771149720000,0.062159,0.062159,0.062159,0.062159,511.0
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70429.0,70423.0,70429.0,0.05331
CAKE-USD-PERP.HYPERLIQUID,1771149720000,1.3483,1.3483,1.3483,1.3483,23.1
MEME-USD-PERP.HYPERLIQUID,1771149720000,0.000755,0.000755,0.000755,0.000755,20463.0
ONDO-USD-PERP.HYPERLIQUID,1771149720000,0.2877,0.2877,0.2877,0.2877,217.0
0G-USD-PERP.HYPERLIQUID,1771149720000,0.69218,0.69218,0.69198,0.69198,2162.0
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2069.3,2068.7,2069.3,6.3637
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,2731.9
AAVE-USD-PERP.HYPERLIQUID,1771149720000,129.44,129.44,129.44,129.44,14.29
AZTEC-USD-PERP.HYPERLIQUID,1771149720000,0.023705,0.02376,0.023705,0.02376,1659.0
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2069.3,2068.7,2069.2,7.8862
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5911,1.5895,1.5911,8260.0
ALT-USD-PERP.HYPERLIQUID,1771149720000,0.008923,0.008923,0.008923,0.008923,2208.0
ETC-USD-PERP.HYPERLIQUID,1771149720000,9.0496,9.0496,9.0496,9.0496,15.43
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2069.3,2068.7,2069.2,7.8921
LIT-USD-PERP.HYPERLIQUID,1771149720000,1.7109,1.7109,1.7098,1.7098,765.0
ONDO-USD-PERP.HYPERLIQUID,1771149720000,0.2877,0.2877,0.2877,0.2877,252.0
OP-USD-PERP.HYPERLIQUID,1771149720000,0.19492,0.19498,0.19492,0.19498,11735.5
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.95,2850.61
DOT-USD-PERP.HYPERLIQUID,1771149720000,1.4147,1.4147,1.4147,1.4147,51.9
HYPE-USD-PERP.HYPERLIQUID,1771149720000,31.134,31.134,31.119,31.124,255.44
TRX-USD-PERP.HYPERLIQUID,1771149720000,0.28092,0.28092,0.28091,0.28092,6030.0
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5911,1.5895,1.591,10473.0
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70429.0,70423.0,70429.0,0.08628
DOGE-USD-PERP.HYPERLIQUID,1771149720000,0.11451,0.11453,0.11451,0.11453,5658.0
HYPE-USD-PERP.HYPERLIQUID,1771149720000,31.134,31.134,31.119,31.124,270.41
OP-USD-PERP.HYPERLIQUID,1771149720000,0.19492,0.19501,0.19492,0.19501,14656.2
PENGU-USD-PERP.HYPERLIQUID,1771149720000,0.00762,0.00762,0.00762,0.00762,3514.0
PUMP-USD-PERP.HYPERLIQUID,1771149720000,0.002296,0.002296,0.002294,0.002294,3135254.0
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.039,90.031,90.037,30.65
SUI-USD-PERP.HYPERLIQUID,1771149720000,1.0243,1.0243,1.024,1.024,269.2
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.74,310.57,310.57,14.59
ZRO-USD-PERP.HYPERLIQUID,1771149720000,1.88,1.8805,1.88,1.8802,39.8
ASTER-USD-PERP.HYPERLIQUID,1771149720000,0.7347,0.73471,0.7347,0.73471,872.0
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70429.0,70423.0,70429.0,0.09362
DOGE-USD-PERP.HYPERLIQUID,1771149720000,0.11451,0.11453,0.11451,0.11453,6263.0
IMX-USD-PERP.HYPERLIQUID,1771149720000,0.17445,0.17445,0.17445,0.17445,152.4
LIT-USD-PERP.HYPERLIQUID,1771149720000,1.7109,1.7109,1.7098,1.7108,814.0
LTC-USD-PERP.HYPERLIQUID,1771149720000,56.194,56.194,56.194,56.194,0.32
OP-USD-PERP.HYPERLIQUID,1771149720000,0.19492,0.19501,0.19492,0.19501,19589.6
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5911,1.5895,1.5903,10976.0
kPEPE-USD-PERP.HYPERLIQUID,1771149720000,0.004799,0.004799,0.004798,0.004798,18826.0
AERO-USD-PERP.HYPERLIQUID,1771149720000,0.33064,0.33064,0.33064,0.33064,57.0
FARTCOIN-USD-PERP.HYPERLIQUID,1771149720000,0.21247,0.21272,0.21224,0.21224,30131.3
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.041,90.031,90.041,30.85
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9505,3.95,3.9505,2953.57
OP-USD-PERP.HYPERLIQUID,1771149720000,0.19492,0.19501,0.19492,0.19497,19670.4
WIF-USD-PERP.HYPERLIQUID,1771149720000,0.24506,0.24508,0.24504,0.24504,9160.0
ARB-USD-PERP.HYPERLIQUID,1771149720000,0.11901,0.11901,0.11899,0.11899,593.4
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70429.0,70423.0,70429.0,0.09476
ETHFI-USD-PERP.HYPERLIQUID,1771149720000,0.49643,0.49643,0.49643,0.49643,45.7
HBAR-USD-PERP.HYPERLIQUID,1771149720000,0.10356,0.10356,0.10356,0.10356,156.0
SKR-USD-PERP.HYPERLIQUID,1771149720000,0.022725,0.022725,0.022721,0.022721,2954.0
TRX-USD-PERP.HYPERLIQUID,1771149720000,0.28092,0.28092,0.28091,0.28092,6215.0
CRV-USD-PERP.HYPERLIQUID,1771149720000,0.25987,0.25987,0.25987,0.25987,726.6
EIGEN-USD-PERP.HYPERLIQUID,1771149720000,0.2154,0.2154,0.2154,0.2154,169.19
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.74,310.57,310.7,34.59
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70434.0,70423.0,70434.0,3.23354
LTC-USD-PERP.HYPERLIQUID,1771149720000,56.194,56.194,56.181,56.181,1.03
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70434.0,70423.0,70433.0,3.24698
FARTCOIN-USD-PERP.HYPERLIQUID,1771149720000,0.21247,0.21272,0.21224,0.21226,40131.3
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.041,90.031,90.036,46.17
SYRUP-USD-PERP.HYPERLIQUID,1771149720000,0.27558,0.27558,0.27541,0.27541,14679.0
TRUMP-USD-PERP.HYPERLIQUID,1771149720000,3.5239,3.5239,3.5239,3.5239,3.7
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.74,310.57,310.69,41.07
ALGO-USD-PERP.HYPERLIQUID,1771149720000,0.098868,0.098868,0.098867,0.098867,309.0
ALT-USD-PERP.HYPERLIQUID,1771149720000,0.008923,0.008923,0.008923,0.008923,3966.0
DOT-USD-PERP.HYPERLIQUID,1771149720000,1.4147,1.4147,1.4147,1.4147,180.4
PENDLE-USD-PERP.HYPERLIQUID,1771149720000,1.2994,1.2994,1.2994,1.2994,13.0
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.041,90.031,90.037,90.6
SYRUP-USD-PERP.HYPERLIQUID,1771149720000,0.27558,0.27558,0.2754,0.2754,14737.0
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70434.0,70423.0,70434.0,3.24728
DOT-USD-PERP.HYPERLIQUID,1771149720000,1.4147,1.4147,1.4143,1.4143,220.3
FET-USD-PERP.HYPERLIQUID,1771149720000,0.17887,0.17887,0.17887,0.17887,170.0
HYPE-USD-PERP.HYPERLIQUID,1771149720000,31.134,31.134,31.119,31.126,272.44
PUMP-USD-PERP.HYPERLIQUID,1771149720000,0.002296,0.002296,0.002294,0.002294,3146384.0
SYRUP-USD-PERP.HYPERLIQUID,1771149720000,0.27558,0.27558,0.2754,0.2754,14857.0
WIF-USD-PERP.HYPERLIQUID,1771149720000,0.24506,0.24508,0.24504,0.24504,10736.0
CAKE-USD-PERP.HYPERLIQUID,1771149720000,1.3483,1.3494,1.3482,1.3482,171.5
NEAR-USD-PERP.HYPERLIQUID,1771149720000,1.0797,1.0797,1.0797,1.0797,114.9
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.041,90.031,90.036,90.86
SUI-USD-PERP.HYPERLIQUID,1771149720000,1.0243,1.0243,1.024,1.024,314.7
TAO-USD-PERP.HYPERLIQUID,1771149720000,189.39,189.39,189.35,189.36,3.121
VVV-USD-PERP.HYPERLIQUID,1771149720000,3.9505,3.9709,3.95,3.9709,3025.8
XRP-USD-PERP.HYPERLIQUID,1771149720000,1.5895,1.5911,1.5895,1.5907,20000.0
AAVE-USD-PERP.HYPERLIQUID,1771149720000,129.44,129.44,129.43,129.43,14.54
ALGO-USD-PERP.HYPERLIQUID,1771149720000,0.098868,0.098868,0.098867,0.098867,451.0
CAKE-USD-PERP.HYPERLIQUID,1771149720000,1.3483,1.3494,1.3482,1.3494,276.9
DOGE-USD-PERP.HYPERLIQUID,1771149720000,0.11451,0.11453,0.1145,0.1145,6993.0
EIGEN-USD-PERP.HYPERLIQUID,1771149720000,0.2154,0.2154,0.2153,0.2153,234.97
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2069.3,2068.7,2069.2,7.9163
kSHIB-USD-PERP.HYPERLIQUID,1771149720000,0.006862,0.006862,0.006862,0.006862,30010.0
BTC-USD-PERP.HYPERLIQUID,1771149720000,70423.0,70434.0,70423.0,70428.0,3.27709
CAKE-USD-PERP.HYPERLIQUID,1771149720000,1.3483,1.3494,1.3482,1.3494,314.0
ETH-USD-PERP.HYPERLIQUID,1771149720000,2068.8,2069.3,2068.7,2069.1,7.9236
FARTCOIN-USD-PERP.HYPERLIQUID,1771149720000,0.21247,0.21272,0.21221,0.21221,40213.9
HYPE-USD-PERP.HYPERLIQUID,1771149720000,31.134,31.134,31.119,31.123,273.01
LIT-USD-PERP.HYPERLIQUID,1771149720000,1.7109,1.7109,1.7094,1.7094,2631.0
MINA-USD-PERP.HYPERLIQUID,1771149720000,0.06823,0.06823,0.06823,0.06823,2939.0
PENGU-USD-PERP.HYPERLIQUID,1771149720000,0.00762,0.00762,0.007612,0.007612,5862.0
SOL-USD-PERP.HYPERLIQUID,1771149720000,90.039,90.041,90.022,90.022,108.8
UNI-USD-PERP.HYPERLIQUID,1771149720000,3.5953,3.5953,3.5953,3.5953,4.1
ZEC-USD-PERP.HYPERLIQUID,1771149720000,310.59,310.74,310.57,310.74,45.67
CAKE-USD-PERP.HYPERLIQUID,1771149720000,1.3483,1.3494,1.3482,1.3494,352.6
